         0 <= x <   30; y =    81.0000 +     0.6000x; interpolation
      3990 <= x < 4020; y =  2061.0000 +    -0.5000x; interpolation
      4020 <= x < 4050; y =  -200.0000 +     0.0667x; interpolation
      4050 <= x < 4080; y = -1808.0000 +     0.4667x; interpolation
      4080 <= x < 4110; y =   352.0000 +    -0.0667x; interpolation
      4110 <= x < 4140; y =  1848.0000 +    -0.4333x; interpolation
      4140 <= x < 4170; y = -2125.0000 +     0.5333x; interpolation
      4170 <= x < 4200; y =    83.0000 +     0.0000x; interpolation
      4200 <= x < 4230; y =  2446.0000 +    -0.5667x; interpolation
      4230 <= x < 4260; y = -2314.0000 +     0.5667x; interpolation
      4260 <= x < 4290; y =   224.0000 +    -0.0333x; interpolation
      4290 <= x < 4320; y =  2354.0000 +    -0.5333x; interpolation
      4320 <= x < 4350; y =  -363.0000 +     0.1000x; interpolation
      4350 <= x < 4380; y = -1947.0000 +     0.4667x; interpolation
      4380 <= x < 4410; y =  2693.0000 +    -0.6000x; interpolation
      4410 <= x < 4440; y =  5613.0000 +    -1.2667x; interpolation
      4440 <= x < 4470; y = -5853.0000 +     1.3333x; interpolation
      4470 <= x < 4500; y =   215.0000 +    -0.0333x; interpolation
      4500 <= x < 4530; y = -2020.0000 +     0.4667x; interpolation
      4530 <= x < 4560; y =  -220.0000 +     0.0667x; interpolation
      4560 <= x < 4590; y =   535.0000 +    -0.1000x; interpolation
      4590 <= x < 4620; y =  -529.0000 +     0.1333x; interpolation
      4620 <= x < 4650; y =   695.0000 +    -0.1333x; interpolation
      4650 <= x < 4680; y =  -691.0000 +     0.1667x; interpolation
      4680 <= x < 4710; y =   859.0000 +    -0.1667x; interpolation
      4710 <= x < 4740; y =  -857.0000 +     0.2000x; interpolation
      4740 <= x < 4770; y =   399.0000 +    -0.0667x; interpolation
      4770 <= x < 4800; y =  3401.0000 +    -0.7000x; interpolation
      4800 <= x < 4830; y = -3277.0000 +     0.7000x; interpolation
      4830 <= x < 4860; y =  2803.0000 +    -0.5667x; interpolation
      4860 <= x < 4890; y = -2671.0000 +     0.5667x; interpolation
      4890 <= x < 4920; y =  2513.0000 +    -0.5000x; interpolation
      4920 <= x < 4950; y = -2377.0000 +     0.5000x; interpolation
      4950 <= x < 4980; y =  2543.0000 +    -0.5000x; interpolation
      4980 <= x < 5010; y =  -427.0000 +     0.1000x; interpolation
      5010 <= x < 5040; y = -1423.0000 +     0.3000x; interpolation
      5040 <= x < 5070; y =  1416.0000 +    -0.2667x; interpolation
      5070 <= x < 5100; y = -1440.0000 +     0.3000x; interpolation
      5100 <= x < 5130; y =   757.0000 +    -0.1333x; interpolation
      5130 <= x < 5160; y =  1777.0000 +    -0.3333x; interpolation
      5160 <= x < 5190; y = -2327.0000 +     0.4667x; interpolation
      5190 <= x < 5220; y =  2489.0000 +    -0.4667x; interpolation
      5220 <= x < 5250; y =   932.0000 +    -0.1667x; interpolation
      5250 <= x < 5280; y =  -982.0000 +     0.2000x; interpolation
      5280 <= x < 5310; y =  -632.0000 +     0.1333x; interpolation
      5310 <= x < 5340; y = -1864.0000 +     0.3667x; interpolation
      5340 <= x < 5370; y =  1853.0000 +    -0.3333x; interpolation
      5370 <= x < 5400; y = -1707.0000 +     0.3333x; interpolation
      5400 <= x < 5430; y =  2052.0000 +    -0.3667x; interpolation
      5430 <= x < 5460; y = -1188.0000 +     0.2333x; interpolation
      5460 <= x < 5490; y =   803.0000 +    -0.1333x; interpolation
      5490 <= x < 5520; y =  1713.0000 +    -0.3000x; interpolation
      5520 <= x < 5550; y = -3045.0000 +     0.5667x; interpolation
      5550 <= x < 5580; y =  2843.0000 +    -0.5000x; interpolation
      5580 <= x < 5610; y = -2707.0000 +     0.5000x; interpolation
      5610 <= x < 5640; y =  3431.0000 +    -0.6000x; interpolation
      5640 <= x < 5670; y = -3301.0000 +     0.6000x; interpolation
      5670 <= x < 5700; y =   271.0000 +    -0.0333x; interpolation
      5700 <= x < 5730; y =  3295.0000 +    -0.5667x; interpolation
      5730 <= x < 5760; y = -3545.0000 +     0.6333x; interpolation
      5760 <= x < 5790; y =  3713.0000 +    -0.6333x; interpolation
      5790 <= x < 5820; y = -3391.0000 +     0.6000x; interpolation
      5820 <= x < 5850; y =  3364.0000 +    -0.5667x; interpolation
      5850 <= x < 5880; y = -3426.0000 +     0.6000x; interpolation
      5880 <= x < 5910; y =  3594.0000 +    -0.6000x; interpolation
      5910 <= x < 5940; y = -2286.0000 +     0.4000x; interpolation
      5940 <= x < 5970; y = -1104.0000 +     0.2000x; interpolation
      5970 <= x < 6000; y =   678.0000 +    -0.1000x; interpolation
      6000 <= x < 6030; y =  3066.0000 +    -0.5000x; interpolation
      6030 <= x < 6060; y = -3534.0000 +     0.6000x; interpolation
      6060 <= x < 6090; y =  3702.0000 +    -0.6000x; interpolation
      6090 <= x < 6120; y = -3368.0000 +     0.5667x; interpolation
      6120 <= x < 6150; y =    83.0000 +     0.0000x; interpolation
      6150 <= x < 6180; y =   491.0000 +    -0.0667x; interpolation
      6180 <= x < 6210; y =  -534.0000 +     0.1000x; interpolation
      6210 <= x < 6240; y =  3792.0000 +    -0.6000x; interpolation
      6240 <= x < 6270; y = -3453.0000 +     0.5667x; interpolation
      6270 <= x < 6300; y =  3411.0000 +    -0.5333x; interpolation
      6300 <= x < 6330; y = -3277.0000 +     0.5333x; interpolation
      6330 <= x < 6360; y =  3443.0000 +    -0.5333x; interpolation
      6360 <= x < 6390; y = -3098.0000 +     0.5000x; interpolation
      6390 <= x < 6420; y =  -554.0000 +     0.1000x; interpolation
      6420 <= x < 6450; y =   511.0000 +    -0.0667x; interpolation
      6450 <= x < 6480; y =  -131.0000 +     0.0333x; interpolation
      6480 <= x < 6510; y =  3954.0000 +    -0.6000x; interpolation
      6510 <= x < 6540; y = -3822.0000 +     0.6000x; interpolation
      6540 <= x < 6570; y =  4424.0000 +    -0.6667x; interpolation
      6570 <= x < 6600; y = -4296.0000 +     0.6667x; interpolation
      6600 <= x < 6630; y =  4026.0000 +    -0.6000x; interpolation
      6630 <= x < 6660; y =  -374.0000 +     0.0667x; interpolation
      6660 <= x < 6690; y = -3247.0000 +     0.5000x; interpolation
      6690 <= x < 6720; y =   527.0000 +    -0.0667x; interpolation
      6720 <= x < 6750; y =  3649.0000 +    -0.5333x; interpolation
      6750 <= x < 6780; y =  -159.0000 +     0.0333x; interpolation
      6780 <= x < 6810; y =  7716.0000 +    -1.1333x; interpolation
      6810 <= x < 6840; y =   258.0000 +    -0.0333x; interpolation
      6840 <= x < 6870; y = -11319.0000 +     1.6667x; interpolation
      6870 <= x < 6900; y =   537.0000 +    -0.0667x; interpolation
      6900 <= x < 6930; y =  -837.0000 +     0.1333x; interpolation
      6930 <= x < 6960; y =   773.0000 +    -0.1000x; interpolation
      6960 <= x < 6990; y =    80.0000 +     0.0000x; interpolation
      6990 <= x < 7020; y =   312.0000 +    -0.0333x; interpolation
      7020 <= x < 7050; y =  1477.0000 +    -0.2000x; interpolation
      7050 <= x < 7080; y = -1565.0000 +     0.2333x; interpolation
      7080 <= x < 7110; y =  -625.0000 +     0.1000x; interpolation
      7110 <= x < 7140; y =  1263.0000 +    -0.1667x; interpolation
      7140 <= x < 7170; y = -1107.0000 +     0.1667x; interpolation
      7170 <= x < 7200; y =   559.0000 +    -0.0667x; interpolation
      7200 <= x < 7230; y =  -636.0000 +     0.1000x; interpolation
      7230 <= x < 7260; y =    84.0000 +     0.0000x; interpolation
      7260 <= x < 7290; y =  4422.0000 +    -0.6000x; interpolation
      7290 <= x < 7320; y = -4290.0000 +     0.6000x; interpolation
      7320 <= x < 7350; y =  4701.0000 +    -0.6333x; interpolation
      7350 <= x < 7380; y =  -179.0000 +     0.0333x; interpolation
      7380 <= x < 7410; y = -4344.0000 +     0.6000x; interpolation
      7410 <= x < 7440; y =  4266.0000 +    -0.5667x; interpolation
      7440 <= x < 7470; y = -4132.0000 +     0.5667x; interpolation
      7470 <= x < 7500; y =   332.0000 +    -0.0333x; interpolation
      7500 <= x < 7530; y =  1079.0000 +    -0.1333x; interpolation
      7530 <= x < 7560; y =  -171.0000 +     0.0333x; interpolation
      7560 <= x < 7590; y =  3594.0000 +    -0.4667x; interpolation
      7590 <= x < 7620; y =  -186.0000 +     0.0333x; interpolation
      7620 <= x < 7650; y = -4234.0000 +     0.5667x; interpolation
      7650 <= x < 7680; y =   846.0000 +    -0.1000x; interpolation
      7680 <= x < 7710; y =  -684.0000 +     0.1000x; interpolation
      7710 <= x < 7740; y =   596.0000 +    -0.0667x; interpolation
      7740 <= x < 7770; y =  4451.0000 +    -0.5667x; interpolation
      7770 <= x < 7800; y =  -709.0000 +     0.1000x; interpolation
      7800 <= x < 7830; y = -3558.0000 +     0.4667x; interpolation
      7830 <= x < 7860; y =  3462.0000 +    -0.4333x; interpolation
      7860 <= x < 7890; y = -3846.0000 +     0.5000x; interpolation
      7890 <= x < 7920; y =    84.0000 +     0.0000x; interpolation
      7920 <= x < 7950; y =    84.0000 +     0.0000x; interpolation
      7950 <= x < 7980; y =   348.0000 +    -0.0333x; interpolation
      7980 <= x < 8010; y =  4588.0000 +    -0.5667x; interpolation
      8010 <= x < 8040; y = -4456.0000 +     0.5667x; interpolation
      8040 <= x < 8070; y =  4622.0000 +    -0.5667x; interpolation
      8070 <= x < 8100; y = -3686.0000 +     0.4667x; interpolation
      8100 <= x < 8130; y =  3308.0000 +    -0.4000x; interpolation
      8130 <= x < 8160; y =  -202.0000 +     0.0333x; interpolation
      8160 <= x < 8190; y =   882.0000 +    -0.1000x; interpolation
      8190 <= x < 8220; y = -4830.0000 +     0.6000x; interpolation
      8220 <= x < 8250; y =    84.0000 +     0.0000x; interpolation
      8250 <= x < 8280; y =  4194.0000 +    -0.5000x; interpolation
      8280 <= x < 8310; y = -3506.0000 +     0.4333x; interpolation
      8310 <= x < 8340; y =  3670.0000 +    -0.4333x; interpolation
      8340 <= x < 8370; y = -3809.0000 +     0.4667x; interpolation
      8370 <= x < 8400; y =  1751.0000 +    -0.2000x; interpolation
      8400 <= x < 8430; y =  3146.0000 +    -0.3667x; interpolation
      8430 <= x < 8460; y = -4134.0000 +     0.5000x; interpolation
      8460 <= x < 8490; y =   362.0000 +    -0.0333x; interpolation
      8490 <= x < 8520; y =  6566.0000 +    -0.7667x; interpolation
      8520 <= x < 8550; y = -2773.0000 +     0.3333x; interpolation
      8550 <= x < 8580; y = -4761.0000 +     0.5667x; interpolation
      8580 <= x < 8610; y =  5214.0000 +    -0.6000x; interpolation
      8610 <= x < 8640; y = -5082.0000 +     0.6000x; interpolation
      8640 <= x < 8670; y =  3815.0000 +    -0.4333x; interpolation
      8670 <= x < 8700; y = -3961.0000 +     0.4667x; interpolation
      8700 <= x < 8730; y =  5865.0000 +    -0.6667x; interpolation
      8730 <= x < 8760; y = -4865.0000 +     0.5667x; interpolation
      8760 <= x < 8790; y =  4447.0000 +    -0.5000x; interpolation
      8790 <= x < 8820; y =  -517.0000 +     0.0667x; interpolation
      8820 <= x < 8850; y = -4326.0000 +     0.5000x; interpolation
      8850 <= x < 8880; y =   966.0000 +    -0.1000x; interpolation
      8880 <= x < 8910; y = -1099.0000 +     0.1333x; interpolation
      8910 <= x < 8940; y =   973.0000 +    -0.1000x; interpolation
      8940 <= x < 8970; y =   676.0000 +    -0.0667x; interpolation
      8970 <= x < 9000; y =  4252.0000 +    -0.4667x; interpolation
      9000 <= x < 9030; y =  -532.0000 +     0.0667x; interpolation
      9030 <= x < 9060; y = -4132.0000 +     0.4667x; interpolation
      9060 <= x < 9090; y =  3995.0000 +    -0.4333x; interpolation
      9090 <= x < 9120; y = -3857.0000 +     0.4333x; interpolation
      9120 <= x < 9150; y =  3415.0000 +    -0.3667x; interpolation
      9150 <= x < 9180; y =  2807.0000 +    -0.3000x; interpolation
      9180 <= x < 9210; y =  7687.0000 +    -0.8333x; interpolation
      9210 <= x < 9240; y =  2485.0000 +    -0.2667x; interpolation
      9240 <= x < 9270; y = -12251.0000 +     1.3333x; interpolation
      9270 <= x < 9300; y = -3319.0000 +     0.3667x; interpolation
      9300 <= x < 9330; y =  2861.0000 +    -0.3000x; interpolation
      9330 <= x < 9360; y = -2409.0000 +     0.2667x; interpolation
      9360 <= x < 9390; y =  2567.0000 +    -0.2667x; interpolation
      9390 <= x < 9420; y = -3673.0000 +     0.4000x; interpolation
      9420 <= x < 9450; y =  1648.0000 +    -0.1667x; interpolation
      9450 <= x < 9480; y = -1492.0000 +     0.1667x; interpolation
      9480 <= x < 9510; y =  1658.0000 +    -0.1667x; interpolation
      9510 <= x < 9540; y =  3554.0000 +    -0.3667x; interpolation
      9540 <= x < 9570; y = -1201.0000 +     0.1333x; interpolation
      9570 <= x < 9600; y = -3109.0000 +     0.3333x; interpolation
      9600 <= x < 9630; y =  1038.0000 +    -0.1000x; interpolation
      9630 <= x < 9660; y = -1842.0000 +     0.2000x; interpolation
      9660 <= x < 9690; y =  2010.0000 +    -0.2000x; interpolation
      9690 <= x < 9720; y =  3942.0000 +    -0.4000x; interpolation
      9720 <= x < 9750; y = -4456.0000 +     0.4667x; interpolation
      9750 <= x < 9780; y =  3968.0000 +    -0.4000x; interpolation
      9780 <= x < 9810; y = -4807.0000 +     0.5000x; interpolation
      9810 <= x < 9840; y =  3343.0000 +    -0.3333x; interpolation
      9840 <= x < 9870; y =    73.0000 +     0.0000x; interpolation
      9870 <= x < 9900; y = -2551.0000 +     0.2667x; interpolation
      9900 <= x < 9930; y =  1397.0000 +    -0.1333x; interpolation
      9930 <= x < 9960; y = -1243.0000 +     0.1333x; interpolation
      9960 <= x < 9990; y = -1574.0000 +     0.1667x; interpolation
      9990 <= x < 10020; y =  1082.0000 +    -0.1000x; interpolation
     10020 <= x < 10050; y =  5744.0000 +    -0.5667x; interpolation
     10050 <= x < 10080; y = -5612.0000 +     0.5667x; interpolation
     10080 <= x < 10110; y =  6113.0000 +    -0.6000x; interpolation
     10110 <= x < 10140; y =  -607.0000 +     0.0667x; interpolation
     10140 <= x < 10170; y = -5325.0000 +     0.5333x; interpolation
     10170 <= x < 10200; y =  5153.0000 +    -0.5000x; interpolation
     10200 <= x < 10230; y = -5017.0000 +     0.5000x; interpolation
     10230 <= x < 10260; y =  5183.0000 +    -0.5000x; interpolation
     10260 <= x < 10290; y = -4706.0000 +     0.4667x; interpolation
     10290 <= x < 10320; y =  -260.0000 +     0.0333x; interpolation
     10320 <= x < 10350; y =   769.0000 +    -0.0667x; interpolation
     10350 <= x < 10380; y =  4553.0000 +    -0.4333x; interpolation
     10380 <= x < 10410; y = -4762.0000 +     0.4667x; interpolation
     10410 <= x < 10440; y =  5272.0000 +    -0.5000x; interpolation
     10440 <= x < 10470; y = -4791.0000 +     0.4667x; interpolation
     10470 <= x < 10500; y =  5649.0000 +    -0.5333x; interpolation
     10500 <= x < 10530; y = -6217.0000 +     0.6000x; interpolation
     10530 <= x < 10560; y =   433.0000 +    -0.0333x; interpolation
     10560 <= x < 10590; y =  -269.0000 +     0.0333x; interpolation
     10590 <= x < 10620; y =   435.0000 +    -0.0333x; interpolation
     10620 <= x < 10650; y =  -624.0000 +     0.0667x; interpolation
     10650 <= x < 10680; y =  1146.0000 +    -0.1000x; interpolation
     10680 <= x < 10710; y =  5761.0000 +    -0.5333x; interpolation
     10710 <= x < 10740; y = -5987.0000 +     0.5667x; interpolation
     10740 <= x < 10770; y =  5437.0000 +    -0.5000x; interpolation
     10770 <= x < 10800; y = -6377.0000 +     0.6000x; interpolation
     10800 <= x < 10830; y =  6906.0000 +    -0.6333x; interpolation
     10830 <= x < 10860; y =  -294.0000 +     0.0333x; interpolation
     10860 <= x < 10890; y = -5709.0000 +     0.5333x; interpolation
     10890 <= x < 10920; y =  1531.0000 +    -0.1333x; interpolation
     10920 <= x < 10950; y = -1373.0000 +     0.1333x; interpolation
     10950 <= x < 10980; y =   811.0000 +    -0.0667x; interpolation
     10980 <= x < 11010; y = -1014.0000 +     0.1000x; interpolation
     11010 <= x < 11040; y =  6672.0000 +    -0.6000x; interpolation
     11040 <= x < 11070; y = -6540.0000 +     0.6000x; interpolation
     11070 <= x < 11100; y =  6708.0000 +    -0.6000x; interpolation
     11100 <= x < 11130; y = -5838.0000 +     0.5333x; interpolation
     11130 <= x < 11160; y =  5632.0000 +    -0.5000x; interpolation
     11160 <= x < 11190; y =  -304.0000 +     0.0333x; interpolation
     11190 <= x < 11220; y = -5140.0000 +     0.4667x; interpolation
     11220 <= x < 11250; y =  6050.0000 +    -0.5333x; interpolation
     11250 <= x < 11280; y = -6292.0000 +     0.5667x; interpolation
     11280 <= x < 11310; y =  5708.0000 +    -0.5000x; interpolation
     11310 <= x < 11340; y = -5948.0000 +     0.5333x; interpolation
     11340 <= x < 11370; y =  6493.0000 +    -0.5667x; interpolation
     11370 <= x < 11400; y = -4847.0000 +     0.4333x; interpolation
     11400 <= x < 11430; y =   459.0000 +    -0.0333x; interpolation
     11430 <= x < 11460; y = 19839.0000 +    -1.7333x; interpolation
     11460 <= x < 11490; y = -14451.0000 +     1.2667x; interpolation
     11490 <= x < 11520; y =    65.0000 +     0.0000x; interpolation
     11520 <= x < 11550; y = -6829.0000 +     0.6000x; interpolation
     11550 <= x < 11580; y =  6611.0000 +    -0.5667x; interpolation
     11580 <= x < 11610; y = -6094.0000 +     0.5333x; interpolation
     11610 <= x < 11640; y =  6258.0000 +    -0.5333x; interpolation
     11640 <= x < 11670; y = -6513.0000 +     0.5667x; interpolation
     11670 <= x < 11700; y =  7067.0000 +    -0.6000x; interpolation
     11700 <= x < 11730; y = -6937.0000 +     0.6000x; interpolation
     11730 <= x < 11760; y =  6713.0000 +    -0.5667x; interpolation
     11760 <= x < 11790; y = -7363.0000 +     0.6333x; interpolation
     11790 <= x < 11820; y =  1653.0000 +    -0.1333x; interpolation
     11820 <= x < 11850; y =  4797.0000 +    -0.4000x; interpolation
     11850 <= x < 11880; y = -5447.0000 +     0.4667x; interpolation
     11880 <= x < 11910; y =   873.0000 +    -0.0667x; interpolation
     11910 <= x < 11940; y =  -711.0000 +     0.0667x; interpolation
     11940 <= x < 11970; y =   877.0000 +    -0.0667x; interpolation
     11970 <= x < 12000; y =    81.0000 +     0.0000x; interpolation
     12000 <= x < 12030; y =  -717.0000 +     0.0667x; interpolation
     12030 <= x < 12060; y =  6483.0000 +    -0.5333x; interpolation
     12060 <= x < 12090; y = -6349.0000 +     0.5333x; interpolation
     12090 <= x < 12120; y =  6917.0000 +    -0.5667x; interpolation
     12120 <= x < 12150; y = -6785.0000 +     0.5667x; interpolation
     12150 <= x < 12180; y =  6547.0000 +    -0.5333x; interpolation
     12180 <= x < 12210; y = -6008.0000 +     0.5000x; interpolation
     12210 <= x < 12240; y =  6578.0000 +    -0.5333x; interpolation
     12240 <= x < 12270; y = -1155.0000 +     0.1000x; interpolation
     12270 <= x < 12300; y = -5235.0000 +     0.4333x; interpolation
